"","id","bf1","bf2","bf3","bf4","bf5","bf6","bf7","bf8","bf9","bf10","age","nation","school","gender"
"243",249,3,3,3,5,4,4,4,3,4,5,24,"1",3,"männlich"
"244",250,3,5,4,4,4,4,2,4,4,2,25,"1",3,"weiblich"
"245",251,5,2,3,5,3,2,3,5,4,5,27,"1",3,"weiblich"
"246",252,5,3,2,3,3,5,2,3,4,1,23,"1",3,"männlich"
"247",253,4,4,5,5,4,4,5,3,4,4,29,"1",3,"männlich"
"248",254,3,4,5,5,4,3,4,3,4,5,30,"1",3,"männlich"
"249",255,5,3,3,4,3,5,3,3,4,2,27,"1",2,"weiblich"
"250",256,5,5,5,4,4,5,5,5,4,4,20,"1",3,"weiblich"
"251",257,5,5,5,4,3,5,3,2,3,2,28,"1",3,"männlich"
"252",258,3,5,4,4,4,5,4,5,4,5,22,"1",3,"männlich"
"253",259,4,4,2,3,4,4,2,2,4,2,26,"1",3,"männlich"
"254",260,5,2,3,3,5,5,4,1,4,2,25,"1",3,"weiblich"
"255",261,4,3,4,5,4,5,3,2,4,5,27,"1",3,"weiblich"
"256",262,5,5,4,5,4,5,3,5,4,5,26,"1",3,"männlich"
"257",263,5,5,4,4,4,5,4,4,4,5,22,"1",3,"männlich"
"258",264,5,4,2,4,3,5,2,5,3,4,25,"1",3,"weiblich"
"259",265,3,3,3,5,4,3,2,3,4,5,24,"1",3,"weiblich"
"260",266,4,5,4,4,4,4,4,3,4,4,23,"1",3,"weiblich"
"261",267,3,3,4,5,5,3,4,4,5,4,22,"1",3,"männlich"
"262",268,4,5,4,3,4,5,4,5,3,2,25,"1",3,"männlich"
"263",269,5,3,4,3,3,5,4,3,3,4,19,"1",2,"männlich"
"264",270,4,3,5,4,2,3,4,2,3,4,24,"1",3,"weiblich"
"265",271,5,5,3,5,3,5,2,5,3,4,28,"1",3,"männlich"
"266",272,3,5,4,5,4,4,1,3,3,4,26,"20",3,"weiblich"
"267",273,2,3,4,4,4,5,3,5,4,3,22,"1",3,"weiblich"
"268",274,3,3,4,4,4,4,4,4,4,2,24,"1",3,"weiblich"
"269",275,5,5,5,5,5,5,5,5,4,5,49,"1",1,"männlich"
"270",276,3,4,4,2,3,3,4,2,3,4,20,"1",3,"weiblich"
"271",277,5,4,4,4,4,5,4,4,3,3,28,"1",3,"weiblich"
"272",278,5,5,4,5,4,5,2,3,3,5,21,"1",3,"weiblich"
"273",279,5,4,3,3,2,2,3,5,2,4,32,"15",3,"weiblich"
"274",280,5,5,4,5,4,4,4,5,4,2,26,"1",3,"männlich"
"275",281,3,5,4,3,4,4,3,4,4,4,24,"1",3,"weiblich"
"276",282,3,5,1,4,1,4,1,4,2,4,24,"1",3,"weiblich"
"277",283,2,4,3,4,4,3,3,4,4,4,19,"1",3,"männlich"
"278",284,4,4,4,5,5,4,3,5,5,3,22,"1",3,"weiblich"
"279",285,4,4,2,3,3,4,2,4,2,3,26,"1",3,"männlich"
"280",286,3,3,3,5,3,3,2,3,4,4,33,"1",3,"männlich"
"281",287,4,5,3,5,3,5,3,5,3,4,25,"1",3,"männlich"
"282",288,3,3,3,5,3,3,3,3,2,5,21,"22",3,"männlich"
"283",289,4,5,4,4,4,4,4,5,4,4,28,"1",3,"weiblich"
"284",290,5,4,4,5,4,5,3,5,4,4,22,"1",3,"männlich"
"285",291,4,5,4,4,4,5,4,5,4,5,25,"1",3,"weiblich"
"286",292,2,4,2,4,3,3,1,5,3,3,22,"1",3,"männlich"
"287",293,4,5,4,5,4,5,4,4,4,5,22,"1",3,"männlich"
"288",294,1,3,4,5,4,1,5,2,4,5,21,"1",3,"weiblich"
"289",295,3,5,4,4,3,4,4,4,3,3,24,"1",3,"weiblich"
"290",296,4,2,1,3,4,5,2,3,4,5,21,"1",3,"weiblich"
"291",297,4,3,5,4,3,4,5,3,3,5,29,"1",3,"weiblich"
"292",298,4,4,5,5,4,3,4,5,4,5,23,"1",3,"weiblich"
"293",299,4,4,3,5,4,5,2,4,4,5,23,"1",3,"männlich"
"294",300,5,4,2,3,3,5,3,5,3,3,21,"1",3,"weiblich"
"295",301,4,4,4,3,3,4,4,4,3,4,22,"1",3,"männlich"
"296",302,2,5,2,5,3,5,1,5,3,5,21,"1",3,"weiblich"
"297",303,4,5,3,5,4,4,4,5,4,5,23,"1",3,"männlich"
"298",304,4,2,5,2,5,3,4,2,5,3,24,"1",3,"weiblich"
"299",305,5,4,4,5,4,5,4,3,4,5,25,"1",3,"männlich"
"300",306,3,5,3,5,5,5,3,5,5,5,22,"1",3,"männlich"
"301",307,4,4,3,5,4,3,3,5,4,5,19,"1",3,"männlich"
"302",308,5,5,4,2,4,5,5,5,5,4,22,"15",3,"männlich"
"303",309,5,5,3,4,4,5,3,5,4,5,22,"1",3,"weiblich"
"304",310,4,4,3,4,4,5,3,2,4,4,22,"1",3,"weiblich"
"305",311,5,4,4,4,4,5,2,5,5,3,27,"1",3,"männlich"
"306",313,5,4,4,3,4,5,3,3,5,3,21,"1",3,"weiblich"
"307",314,4,4,2,3,4,5,2,4,4,2,21,"1",3,"männlich"
"308",315,5,4,3,4,4,4,2,3,4,4,20,"19",3,"männlich"
"309",316,4,5,4,5,4,4,4,3,4,5,23,"1",3,"männlich"
"310",317,4,4,1,5,3,3,1,4,2,5,22,"1",3,"weiblich"
"311",319,4,4,4,4,4,4,4,3,4,4,20,"1",3,"männlich"
"312",320,3,4,4,5,4,4,4,4,4,5,20,"1",3,"männlich"
"313",321,4,3,4,5,4,4,4,3,5,5,20,"1",3,"männlich"
"314",322,3,5,3,5,4,4,2,5,4,4,19,"1",3,"männlich"
"315",323,3,2,2,2,4,3,2,2,4,2,23,"1",3,"weiblich"
"316",324,3,4,3,4,4,3,3,4,3,2,20,"1",3,"männlich"
"317",325,4,2,3,4,5,4,3,5,5,5,20,"1",3,"weiblich"
"318",326,4,5,3,5,5,4,3,5,5,5,19,"1",3,"männlich"
"319",327,2,4,2,5,5,4,3,5,5,5,21,"1",3,"weiblich"
"320",328,2,1,3,2,4,2,3,3,4,2,27,"1",3,"weiblich"
"321",329,3,4,2,4,4,4,2,2,4,3,20,"1",3,"männlich"
"322",330,4,4,3,3,4,5,3,2,3,4,34,"1",3,"männlich"
"323",331,3,3,2,4,4,5,2,4,4,5,22,"17",3,"männlich"
"324",332,3,3,5,2,3,4,4,5,3,3,21,"24",3,"weiblich"
"325",333,4,4,3,5,3,4,2,4,3,4,22,"1",3,"männlich"
"326",334,5,5,4,2,3,5,3,3,3,2,20,"1",3,"weiblich"
"327",335,4,5,2,5,4,5,2,4,4,5,20,"1",3,"weiblich"
"328",336,4,5,5,5,4,4,5,3,4,5,22,"1",3,"weiblich"
"329",337,3,4,2,3,3,5,3,5,3,4,20,"1",3,"weiblich"
"330",338,3,4,3,5,4,3,3,4,4,4,22,"1",3,"männlich"
"331",339,2,4,2,5,3,3,2,5,4,5,29,"1",3,"weiblich"
"332",340,3,3,4,5,3,4,4,4,3,4,22,"1",3,"weiblich"
"333",341,4,5,5,5,5,3,4,5,5,4,29,"1",3,"weiblich"
"334",342,4,5,4,4,4,4,3,5,4,4,26,"1",3,"männlich"
"335",344,5,5,4,5,5,5,5,5,5,5,19,"1",3,"männlich"
"336",345,4,5,4,5,3,3,4,4,3,4,21,"1",3,"männlich"
"337",346,4,4,2,5,4,4,1,5,4,4,22,"1",3,"männlich"
"338",347,4,4,4,4,4,4,3,4,3,3,25,"1",3,"männlich"
"339",348,4,4,5,4,4,4,5,4,4,4,23,"1",3,"männlich"
"340",349,4,4,2,4,3,5,2,2,3,4,20,"1",3,"männlich"
"341",350,3,5,4,5,3,4,5,4,3,4,21,"1",3,"männlich"
"342",351,4,5,3,5,3,4,4,5,3,5,29,"1",3,"männlich"
"343",352,5,5,4,4,4,5,4,4,4,2,21,"1",3,"männlich"
"344",353,1,5,3,2,4,5,3,5,4,2,19,"1",3,"männlich"
"345",354,5,5,4,3,5,5,5,4,4,3,21,"1",3,"männlich"
"346",355,3,4,4,5,4,4,4,5,4,5,22,"1",3,"männlich"
"347",356,4,3,2,4,4,5,2,3,4,4,20,"1",3,"weiblich"
"348",357,4,3,4,2,3,4,4,4,4,2,27,"1",3,"weiblich"
"349",358,3,5,3,5,4,4,2,5,4,4,22,"1",3,"weiblich"
"350",359,4,5,2,4,3,5,1,5,3,5,19,"1",3,"männlich"
"351",360,4,4,3,3,3,4,2,4,3,3,21,"1",3,"weiblich"
"352",361,3,4,3,4,3,2,2,3,3,5,22,"1",3,"männlich"
"353",362,4,5,4,5,3,5,5,4,4,4,22,"1",3,"männlich"
"354",363,2,3,4,3,3,3,4,3,3,3,23,"1",3,"weiblich"
"355",364,5,4,4,5,4,5,4,5,4,5,21,"1",3,"männlich"
"356",365,1,2,2,3,2,5,4,5,3,4,27,"1",3,"weiblich"
"357",366,4,4,2,2,3,3,2,4,3,1,24,"1",3,"weiblich"
"358",367,4,5,6,2,6,6,6,4,6,6,25,"1",3,"weiblich"
"359",368,5,4,4,2,4,4,4,4,4,3,21,"10",3,"weiblich"
"360",369,3,4,2,2,3,3,2,4,3,4,25,"1",3,"weiblich"
"361",370,4,3,3,4,4,4,3,5,4,5,17,"1",2,"weiblich"
"362",371,3,4,2,3,4,4,2,4,4,4,29,"1",3,"weiblich"
"363",372,3,4,3,4,4,3,3,4,5,4,26,"1",3,"weiblich"
"364",373,5,5,4,5,5,5,4,5,4,5,22,"1",3,"männlich"
"365",374,3,4,3,5,4,5,2,3,4,4,22,"1",3,"männlich"
"366",375,4,3,3,4,3,5,5,4,3,5,24,"1",3,"weiblich"
"367",376,4,5,2,5,3,4,2,4,3,5,21,"1",2,"weiblich"
"368",377,2,3,3,1,4,4,2,4,3,2,23,"1",3,"weiblich"
"369",378,4,4,4,4,4,4,5,5,4,4,23,"1",3,"männlich"
"370",379,2,4,4,5,3,3,4,4,3,4,20,"1",3,"männlich"
"371",380,5,4,2,1,3,5,2,3,2,1,22,"10",3,"männlich"
"372",381,2,4,4,2,4,3,4,4,4,3,24,"1",3,"weiblich"
"373",382,5,4,2,4,3,4,2,4,3,5,23,"17",3,"männlich"
"374",383,2,4,3,5,5,3,4,4,5,4,23,"1",3,"weiblich"
"375",384,5,4,3,4,4,5,4,2,4,2,20,"1",3,"männlich"
"376",385,3,5,5,5,4,3,5,5,4,5,19,"1",3,"männlich"
"377",386,5,4,3,5,4,5,3,4,4,5,21,"1",3,"männlich"
"378",387,5,4,3,5,4,5,4,4,4,5,26,"1",3,"männlich"
"379",388,5,4,3,5,3,4,3,4,3,5,19,"1",3,"männlich"
"380",389,4,4,5,3,4,3,5,4,4,4,19,"1",3,"männlich"
"381",390,4,5,4,4,4,4,4,5,4,1,21,"1",3,"weiblich"
"382",391,3,3,5,2,4,3,5,4,4,3,22,"1",3,"männlich"
"383",392,4,4,4,4,4,4,4,4,4,4,22,"1",3,"weiblich"
"384",393,3,3,1,4,3,3,2,3,3,4,25,"1",3,"weiblich"
"385",394,5,4,3,4,3,5,4,4,3,2,28,"1",3,"weiblich"
"386",395,5,4,3,3,3,5,3,4,4,3,19,"1",3,"männlich"
"387",397,4,5,3,4,4,5,3,4,4,5,19,"1",3,"männlich"
"388",398,4,5,4,4,4,5,4,4,4,4,22,"1",3,"männlich"
"389",399,3,4,3,4,3,4,3,3,3,4,19,"1",3,"männlich"
"390",401,3,5,1,4,4,4,1,3,4,5,22,"1",3,"männlich"
"391",402,4,4,3,5,4,4,3,4,4,5,20,"1",3,"männlich"
"392",403,3,4,5,5,4,3,4,5,4,4,20,"1",3,"männlich"
"393",404,5,5,5,5,5,5,4,5,5,5,21,"1",3,"männlich"
"394",405,4,4,4,5,2,4,5,3,3,5,23,"31",3,"männlich"
"395",406,5,4,3,4,4,5,4,3,4,4,21,"1",3,"männlich"
"396",407,5,5,5,5,4,5,4,5,4,5,19,"1",3,"männlich"
"397",408,3,2,4,4,3,4,4,4,3,5,20,"1",3,"männlich"
"398",409,5,5,2,4,4,5,2,5,4,4,20,"1",3,"männlich"
"399",410,4,4,2,5,5,5,2,2,4,5,21,"1",3,"weiblich"
"400",411,4,2,1,3,2,5,1,2,2,4,20,"1",3,"männlich"
"401",412,4,3,4,5,5,3,4,3,4,5,21,"1",3,"männlich"
"402",413,4,5,3,5,4,5,2,5,4,5,20,"1",3,"männlich"
"403",414,3,2,4,2,3,3,3,3,4,2,21,"1",3,"männlich"
"404",415,3,4,3,5,3,3,3,4,3,5,22,"1",3,"männlich"
"405",416,5,5,4,5,4,5,3,4,3,5,26,"1",3,"weiblich"
"406",417,5,4,3,4,3,3,3,3,4,5,21,"16",3,"weiblich"
"407",418,3,4,3,4,4,5,3,5,4,2,19,"1",3,"männlich"
"408",419,4,5,4,5,4,4,5,5,4,2,25,"1",3,"männlich"
"409",420,4,5,4,5,4,3,4,4,4,5,21,"1",3,"männlich"
"410",421,3,4,3,4,3,3,3,3,4,2,21,"1",3,"männlich"
"411",422,3,3,2,4,3,3,3,3,3,4,21,"1",3,"männlich"
"412",423,4,5,2,5,4,3,1,5,4,5,29,"1",3,"männlich"
"413",424,2,3,4,4,3,4,4,3,3,4,21,"1",3,"weiblich"
"414",425,5,4,4,3,3,4,4,4,3,2,20,"1",3,"männlich"
"415",426,2,3,2,4,3,5,2,5,3,4,30,"1",3,"männlich"
"416",427,4,3,2,5,5,3,2,2,4,5,22,"17",3,"weiblich"
"417",428,4,2,1,5,4,4,1,1,4,4,23,"1",3,"weiblich"
"418",429,4,4,3,5,4,4,3,4,4,5,20,"1",3,"männlich"
"419",430,4,4,4,4,4,4,4,3,4,4,23,"1",3,"männlich"
"420",431,4,4,5,4,4,4,5,4,4,3,36,"1",3,"männlich"
"421",432,3,3,5,5,3,3,5,5,3,5,25,"1",3,"männlich"
"422",433,5,3,2,4,5,3,1,3,5,4,23,"28",1,"weiblich"
"423",434,4,4,4,4,3,4,4,4,3,3,20,"1",3,"männlich"
"424",435,4,5,4,2,4,5,3,4,4,1,20,"1",3,"männlich"
"425",436,4,4,3,4,4,3,4,2,5,4,26,"1",3,"männlich"
"426",437,5,5,5,3,5,4,5,4,5,3,22,"1",3,"männlich"
"427",439,4,3,2,4,4,4,3,4,4,5,27,"1",3,"weiblich"
"428",440,5,5,5,5,5,5,5,3,5,3,19,"1",3,"männlich"
"429",441,3,2,4,4,4,3,4,4,4,4,24,"1",3,"männlich"
"430",442,2,2,1,3,3,5,2,3,3,4,21,"1",3,"weiblich"
"431",443,5,4,4,5,4,4,4,4,4,5,22,"1",3,"männlich"
"432",444,3,3,4,4,5,5,4,4,5,4,21,"1",3,"weiblich"
"433",445,5,5,3,4,3,5,3,4,4,5,20,"1",3,"männlich"
"434",446,2,4,3,3,4,3,3,4,4,2,24,"1",3,"weiblich"
"435",447,3,3,3,5,3,3,3,4,3,4,26,"1",3,"männlich"
"436",448,4,4,2,5,4,4,2,4,4,5,21,"1",3,"männlich"
"437",449,4,4,4,5,4,4,4,5,4,4,22,"1",3,"männlich"
"438",450,3,3,4,4,4,3,3,4,4,4,22,"1",3,"männlich"
"439",451,2,3,3,5,3,4,3,4,3,5,28,"1",3,"weiblich"
"440",452,5,5,4,5,4,5,4,5,4,5,22,"1",3,"männlich"
"441",453,4,5,3,5,4,5,3,5,3,5,21,"1",3,"männlich"
"442",455,5,4,4,3,3,5,4,5,4,2,23,"1",3,"männlich"
"443",456,3,4,5,5,4,3,5,4,4,5,22,"1",3,"männlich"
"444",457,3,4,3,4,3,4,4,4,3,4,21,"1",3,"männlich"
"445",458,4,4,3,3,5,5,3,2,5,2,21,"19",3,"männlich"
"446",459,3,4,4,4,4,4,4,4,4,4,23,"1",3,"weiblich"
"447",460,5,4,3,3,4,5,3,4,4,3,21,"1",3,"weiblich"
"448",461,5,5,5,5,5,5,5,5,5,5,22,"18",3,"männlich"
"449",462,3,2,2,3,5,2,1,2,4,2,25,"1",3,"weiblich"
"450",463,3,4,2,4,4,4,4,3,4,5,22,"1",3,"männlich"
"451",464,5,4,3,5,3,5,3,4,3,4,22,"1",3,"männlich"
"452",465,3,4,4,4,4,4,3,3,4,4,26,"1",3,"männlich"
"453",467,2,5,3,5,4,4,3,5,4,5,28,"1",3,"weiblich"
"454",470,3,4,3,3,4,5,5,4,4,2,24,"1",3,"weiblich"
"455",471,2,4,4,3,3,3,5,3,4,3,27,"1",3,"weiblich"
"456",472,3,4,2,3,3,3,3,4,2,4,25,"1",3,"männlich"
"457",474,5,5,4,5,4,5,5,5,4,5,22,"29",3,"männlich"
"458",475,3,4,4,5,4,4,3,4,4,3,26,"1",3,"weiblich"
"459",476,3,4,3,4,4,4,3,4,4,3,32,"1",3,"männlich"
"460",477,3,2,2,4,4,2,2,2,4,5,25,"1",3,"weiblich"
"461",478,3,4,5,2,4,3,5,3,4,3,22,"1",3,"männlich"
"462",479,4,3,5,3,3,4,4,2,2,2,23,"1",3,"männlich"
"463",480,4,4,3,5,3,3,3,4,3,5,25,"1",3,"männlich"
"464",481,5,5,3,5,4,5,3,5,3,5,23,"1",3,"männlich"
"465",482,5,5,4,3,4,5,3,5,3,2,24,"1",3,"weiblich"
"466",483,1,4,3,5,4,2,3,4,4,5,27,"1",3,"weiblich"
"467",484,2,4,2,2,4,2,2,1,3,3,24,"1",3,"weiblich"
"468",485,3,4,3,4,4,4,3,3,4,4,25,"1",3,"männlich"
"469",486,4,4,3,4,3,4,2,4,4,4,25,"1",3,"weiblich"
"470",487,5,5,5,5,3,3,3,5,3,4,26,"1",3,"weiblich"
"471",488,5,5,5,5,4,5,5,5,4,5,22,"1",3,"männlich"
"472",489,3,3,4,5,3,3,1,2,3,4,25,"1",3,"weiblich"
"473",490,2,4,2,4,3,4,2,4,3,4,23,"1",3,"weiblich"
"474",491,5,4,3,4,4,5,3,4,4,4,19,"1",3,"männlich"
"475",492,3,5,4,4,4,3,4,5,4,2,23,"1",3,"männlich"
"476",493,3,5,4,5,3,2,4,4,3,5,23,"1",3,"weiblich"
"477",494,4,4,3,3,3,5,3,5,3,2,24,"1",3,"männlich"
"478",495,5,5,4,5,5,5,3,4,5,3,21,"1",3,"männlich"
"479",497,3,2,3,5,3,5,2,5,4,4,25,"1",3,"weiblich"
"480",498,3,3,4,2,4,4,2,3,4,3,31,"1",3,"weiblich"
"481",499,4,4,4,3,4,5,3,3,4,2,29,"1",3,"männlich"
"482",500,1,3,5,4,4,2,5,4,4,4,25,"1",3,"weiblich"
